courseno,semester,acadyear,lectsection,labsection,studentno
CMSC 150,1,2013-2014,W,3L,2014-28542
CMSC 128,1,2015-2016,U,1L,2018-75804
CMSC 124,1,2007-2008,Z,1L,2015-34719
CMSC 165,1,2007-2008,V,1L,2013-85442
CMSC 123,2,2009-2010,Y,2L,2016-42163
CMSC 123,1,2011-2012,W,5L,2017-99772
CMSC 191,1,2010-2011,V,4L,2013-61741
CMSC 190-1,2,2009-2010,Y,1L,2010-93626
CMSC 191,2,2008-2009,W,5L,2012-09175
CMSC 130,2,2015-2016,X,2L,2014-55164
CMSC 190-1,1,2009-2010,X,5L,2012-70203
CMSC 123,2,2014-2015,U,1L,2010-69162
CMSC 125,1,2008-2009,Z,4L,2016-27525
CMSC 198,1,2012-2013,Y,5L,2017-21632
CMSC 123,2,2007-2008,X,3L,2018-62119
CMSC 198,1,2008-2009,Y,5L,2014-61378
CMSC 161,2,2010-2011,W,6L,2015-64038
CMSC 150,2,2006-2007,W,6L,2014-16711
CMSC 191,2,2006-2007,Z,4L,2011-35633
CMSC 11,2,2014-2015,W,2L,2014-05917
CMSC 132,2,2007-2008,Z,2L,2015-92416
CMSC 150,1,2007-2008,Y,1L,2018-35464
CMSC 128,1,2010-2011,W,3L,2012-53404
CMSC 161,2,2014-2015,V,6L,2018-20838
CMSC 11,2,2007-2008,X,6L,2018-56172
CMSC 131,1,2012-2013,W,6L,2014-52502
CMSC 198,1,2013-2014,V,6L,2010-66424
CMSC 130,1,2014-2015,X,2L,2014-89271
CMSC 198,2,2013-2014,U,3L,2016-91868
CMSC 191,2,2013-2014,U,5L,2019-77191
CMSC 161,1,2015-2016,Z,3L,2014-18489
CMSC 123,1,2006-2007,Z,4L,2013-47112
CMSC 123,1,2007-2008,Z,4L,2010-08526
CMSC 170,1,2010-2011,W,2L,2010-55782
CMSC 21,2,2008-2009,V,5L,2017-06754
CMSC 150,2,2014-2015,X,5L,2018-24906
CMSC 198,2,2010-2011,X,3L,2015-53791
CMSC 128,1,2011-2012,U,6L,2019-33496
CMSC 161,1,2013-2014,U,3L,2011-02952
CMSC 124,2,2011-2012,U,5L,2018-46832
CMSC 131,2,2011-2012,X,4L,2011-77984
CMSC 21,1,2013-2014,X,5L,2010-51800
CMSC 150,2,2012-2013,X,4L,2019-89234
CMSC 125,1,2011-2012,V,1L,2018-45164
CMSC 130,2,2010-2011,V,1L,2014-34447
CMSC 125,1,2013-2014,X,2L,2015-18515
CMSC 190-2,1,2007-2008,Z,2L,2013-80732
CMSC 125,1,2013-2014,Z,5L,2010-98566
CMSC 191,1,2006-2007,Z,5L,2015-28857
CMSC 125,2,2014-2015,V,6L,2019-98759
CMSC 190-2,1,2013-2014,Y,2L,2010-30734
CMSC 161,1,2011-2012,V,6L,2010-25925
CMSC 128,2,2015-2016,Z,2L,2019-16089
CMSC 150,1,2015-2016,V,3L,2012-59447
CMSC 161,1,2008-2009,V,5L,2016-76851
CMSC 22,2,2014-2015,W,2L,2015-27748
CMSC 128,1,2007-2008,X,4L,2016-72972
CMSC 190-2,1,2011-2012,X,2L,2017-34978
CMSC 22,1,2010-2011,U,6L,2017-85298
CMSC 11,1,2011-2012,Y,5L,2011-08958
CMSC 2,2,2014-2015,Z,1L,2017-41802
CMSC 161,1,2013-2014,X,4L,2011-70659
CMSC 170,2,2008-2009,Y,4L,2017-65225
CMSC 161,1,2012-2013,U,2L,2013-67450
CMSC 22,2,2008-2009,Y,5L,2012-02199
CMSC 131,2,2006-2007,Y,4L,2013-68384
CMSC 132,1,2015-2016,Z,6L,2013-06950
CMSC 132,1,2011-2012,X,4L,2014-55344
CMSC 191,2,2011-2012,Z,1L,2010-59149
CMSC 22,2,2010-2011,V,1L,2017-78801
CMSC 190-1,1,2014-2015,Y,6L,2015-14726
CMSC 11,2,2009-2010,X,6L,2011-04859
CMSC 170,2,2013-2014,V,6L,2015-82843
CMSC 170,1,2014-2015,V,4L,2015-95397
CMSC 170,2,2008-2009,Y,3L,2018-13586
CMSC 132,1,2006-2007,U,3L,2015-92666
CMSC 130,2,2014-2015,W,2L,2017-22308
CMSC 150,1,2013-2014,X,5L,2018-87315
CMSC 11,2,2015-2016,X,3L,2010-65344
CMSC 198,1,2009-2010,Y,2L,2013-57637
CMSC 190-1,2,2015-2016,X,1L,2011-11090
CMSC 125,1,2007-2008,V,1L,2011-23145
CMSC 165,1,2008-2009,W,4L,2014-36073
CMSC 170,1,2006-2007,U,1L,2018-28782
CMSC 191,1,2008-2009,X,2L,2015-13741
CMSC 165,2,2012-2013,Z,4L,2016-36348
CMSC 128,2,2006-2007,V,5L,2018-51560
CMSC 190-2,1,2015-2016,W,5L,2012-92539
CMSC 11,1,2015-2016,X,6L,2013-60793
CMSC 190-2,1,2010-2011,W,3L,2010-82158
CMSC 130,2,2008-2009,W,2L,2018-04220
CMSC 190-1,1,2013-2014,V,3L,2012-25966
CMSC 165,2,2015-2016,U,4L,2013-82863
CMSC 132,2,2013-2014,Y,3L,2010-54659
CMSC 128,1,2012-2013,Z,2L,2015-92502
CMSC 165,1,2011-2012,W,6L,2019-68891
CMSC 22,1,2010-2011,Z,4L,2019-99627
CMSC 11,2,2014-2015,Y,4L,2012-07365
CMSC 191,1,2013-2014,X,1L,2011-96880
CMSC 22,2,2007-2008,W,1L,2016-91926
CMSC 130,2,2013-2014,Y,1L,2015-24752
CMSC 190-1,1,2009-2010,X,1L,2019-47843
CMSC 124,1,2010-2011,U,6L,2018-85953
CMSC 21,2,2009-2010,V,6L,2011-53683
CMSC 125,1,2013-2014,W,3L,2010-42678
CMSC 123,2,2008-2009,Z,1L,2014-21342
CMSC 165,2,2008-2009,Y,2L,2018-99786
CMSC 132,2,2007-2008,W,2L,2010-86428
CMSC 128,2,2006-2007,Z,1L,2016-71149
CMSC 22,2,2007-2008,X,6L,2017-43047
CMSC 161,2,2007-2008,Z,1L,2010-82579
CMSC 131,2,2013-2014,U,5L,2013-65038
CMSC 2,2,2012-2013,U,5L,2011-97293
CMSC 123,2,2009-2010,V,4L,2014-49797
CMSC 21,1,2007-2008,W,2L,2015-52463
CMSC 165,2,2010-2011,V,4L,2017-39616
CMSC 125,2,2006-2007,W,2L,2015-70162
CMSC 150,2,2011-2012,Z,4L,2018-77047
CMSC 191,2,2006-2007,U,4L,2012-79481
CMSC 22,1,2013-2014,Z,6L,2019-24041
CMSC 165,2,2009-2010,W,5L,2010-94794
CMSC 132,2,2015-2016,X,6L,2014-64023
CMSC 131,1,2006-2007,Z,2L,2016-71882
CMSC 161,2,2010-2011,V,6L,2019-70310
CMSC 22,2,2014-2015,U,5L,2019-44378
CMSC 190-1,1,2008-2009,Z,4L,2018-46911
CMSC 11,1,2006-2007,Z,1L,2013-23799
CMSC 123,1,2015-2016,Z,5L,2010-96456
CMSC 11,2,2010-2011,Z,1L,2017-76070
CMSC 190-1,2,2011-2012,Z,6L,2012-86017
CMSC 21,1,2008-2009,X,1L,2019-41599
CMSC 128,1,2006-2007,Y,4L,2019-26292
CMSC 2,2,2014-2015,Y,1L,2014-26806
CMSC 124,2,2012-2013,W,1L,2013-07856
CMSC 165,2,2012-2013,V,3L,2014-64237
CMSC 165,2,2012-2013,V,3L,2013-53783
CMSC 190-1,1,2009-2010,Z,1L,2010-79683
CMSC 22,1,2015-2016,W,3L,2014-28482
CMSC 123,1,2012-2013,Z,1L,2016-37239
CMSC 131,1,2013-2014,X,5L,2013-43853
CMSC 128,2,2014-2015,Y,3L,2016-07235
CMSC 190-1,1,2008-2009,Z,4L,2013-71466
CMSC 161,2,2012-2013,V,3L,2014-35993
CMSC 11,1,2009-2010,Y,4L,2019-26334
CMSC 131,2,2007-2008,Z,3L,2010-51488
CMSC 190-1,1,2014-2015,Z,4L,2019-03679
CMSC 170,1,2006-2007,U,3L,2012-18710
CMSC 165,1,2010-2011,Y,4L,2019-78085
CMSC 165,2,2012-2013,V,4L,2016-83462
CMSC 190-1,2,2007-2008,Z,1L,2011-08733
CMSC 165,1,2014-2015,U,1L,2016-12651
CMSC 190-2,2,2012-2013,U,5L,2014-60058
CMSC 170,2,2012-2013,Z,2L,2015-27610
CMSC 131,2,2009-2010,W,3L,2014-62719
CMSC 170,2,2007-2008,Y,2L,2011-15357
CMSC 150,1,2008-2009,Y,2L,2012-85476
CMSC 125,2,2006-2007,U,4L,2010-25403
CMSC 150,1,2015-2016,Y,3L,2012-12608
CMSC 2,1,2007-2008,Z,2L,2013-97256
CMSC 165,1,2011-2012,X,1L,2012-67017
CMSC 150,2,2006-2007,U,5L,2012-26537
CMSC 190-2,2,2013-2014,Z,6L,2011-54328
CMSC 165,2,2015-2016,Z,1L,2019-96364
CMSC 21,1,2013-2014,Z,1L,2010-66548
CMSC 2,2,2014-2015,V,5L,2018-31914
CMSC 123,1,2011-2012,Y,2L,2011-12993
CMSC 2,1,2009-2010,Y,5L,2018-22370
CMSC 21,2,2006-2007,W,1L,2012-57490
CMSC 2,2,2006-2007,X,2L,2010-21081
CMSC 191,1,2012-2013,W,6L,2018-57991
CMSC 150,2,2013-2014,X,6L,2016-70918
CMSC 125,2,2007-2008,Y,5L,2015-62739
CMSC 198,1,2006-2007,Z,5L,2013-79631
CMSC 198,1,2011-2012,W,1L,2012-64227
CMSC 191,2,2009-2010,Z,3L,2013-43510
CMSC 130,1,2006-2007,W,3L,2015-61910
CMSC 124,1,2009-2010,W,6L,2019-68452
CMSC 130,2,2014-2015,Z,1L,2011-04349
CMSC 150,1,2008-2009,U,5L,2015-50344
CMSC 124,2,2013-2014,Y,2L,2017-07352
CMSC 22,2,2010-2011,W,3L,2016-45113
CMSC 198,2,2006-2007,U,5L,2013-24169
CMSC 131,2,2012-2013,V,1L,2012-57311
CMSC 198,1,2010-2011,X,3L,2019-34718
CMSC 130,1,2013-2014,W,5L,2011-49741
CMSC 170,2,2010-2011,Y,2L,2018-92168
CMSC 165,2,2011-2012,V,6L,2019-93459
CMSC 128,1,2015-2016,Z,1L,2012-35250
CMSC 150,1,2015-2016,V,1L,2018-34559
CMSC 161,1,2014-2015,Z,6L,2013-70257
CMSC 125,2,2014-2015,X,2L,2019-57341
CMSC 11,1,2010-2011,X,2L,2011-45330
CMSC 2,2,2014-2015,W,5L,2012-49930
CMSC 198,2,2009-2010,Z,1L,2010-01989
CMSC 21,2,2006-2007,V,5L,2015-59268
CMSC 125,1,2014-2015,X,4L,2016-30647
CMSC 190-1,1,2007-2008,Z,2L,2012-88984
CMSC 22,1,2011-2012,X,5L,2018-04049
CMSC 191,1,2015-2016,Z,2L,2019-48016
CMSC 2,1,2006-2007,W,3L,2017-91083
CMSC 198,2,2011-2012,Z,5L,2013-35433
CMSC 123,2,2015-2016,U,4L,2017-01255
CMSC 21,1,2015-2016,Z,3L,2014-90074
CMSC 21,2,2011-2012,X,3L,2018-78457
CMSC 21,2,2009-2010,Y,4L,2011-81482
CMSC 125,2,2014-2015,X,2L,2015-83738
CMSC 165,1,2006-2007,X,4L,2012-65901
CMSC 22,1,2015-2016,W,1L,2010-76484
CMSC 131,2,2012-2013,X,1L,2011-11340
CMSC 190-1,2,2006-2007,U,1L,2015-84349
CMSC 150,1,2014-2015,Y,3L,2015-17310
CMSC 190-1,2,2010-2011,Y,3L,2012-15001
CMSC 124,2,2009-2010,V,3L,2013-16561
CMSC 132,2,2007-2008,Y,3L,2014-15495
CMSC 191,2,2009-2010,Y,6L,2016-85277
CMSC 128,1,2007-2008,Z,3L,2012-88985
CMSC 132,1,2008-2009,V,2L,2010-12434
CMSC 131,2,2006-2007,Z,2L,2014-63299
CMSC 190-2,1,2011-2012,W,1L,2014-35473
CMSC 150,1,2008-2009,W,5L,2013-36095
CMSC 22,1,2014-2015,X,1L,2019-51896
CMSC 22,1,2010-2011,W,2L,2012-95769
CMSC 165,2,2015-2016,Y,2L,2010-21580
CMSC 170,1,2007-2008,Y,3L,2011-85356
CMSC 190-1,2,2008-2009,X,1L,2016-98827
CMSC 2,2,2014-2015,V,2L,2019-04224
CMSC 132,1,2011-2012,Y,3L,2017-22932
CMSC 190-1,2,2010-2011,U,1L,2015-96060
CMSC 125,1,2014-2015,Y,6L,2019-67051
CMSC 161,2,2012-2013,Y,4L,2015-86157
CMSC 190-1,1,2010-2011,X,2L,2014-99115
CMSC 190-1,2,2011-2012,W,4L,2017-23052
CMSC 132,2,2008-2009,W,2L,2017-35587
CMSC 190-1,2,2015-2016,Z,4L,2010-54066
CMSC 161,2,2007-2008,W,6L,2018-26557
CMSC 128,2,2014-2015,Y,1L,2011-28827
CMSC 161,1,2010-2011,W,3L,2014-90545
CMSC 124,2,2007-2008,W,2L,2013-46559
CMSC 150,1,2012-2013,W,3L,2015-61476
CMSC 22,1,2011-2012,U,2L,2018-83435
CMSC 150,2,2007-2008,V,4L,2018-74697
CMSC 130,2,2010-2011,X,3L,2019-86366
CMSC 130,2,2012-2013,V,1L,2019-87321
CMSC 125,2,2011-2012,X,6L,2017-49195
CMSC 190-2,2,2009-2010,Z,4L,2016-81913
CMSC 190-1,1,2011-2012,V,6L,2016-95475
CMSC 130,2,2008-2009,U,5L,2013-74015
CMSC 11,2,2014-2015,Z,1L,2018-01148
CMSC 190-2,1,2014-2015,Y,3L,2014-41667
CMSC 198,1,2006-2007,Y,3L,2012-79764
CMSC 150,2,2015-2016,W,4L,2015-12570
CMSC 125,2,2008-2009,Z,1L,2014-29441
CMSC 2,2,2013-2014,X,4L,2014-69729
CMSC 125,1,2007-2008,W,2L,2019-96699
CMSC 170,2,2008-2009,X,4L,2019-31856
CMSC 11,2,2007-2008,Y,6L,2015-21736
CMSC 11,1,2010-2011,W,2L,2011-72361
CMSC 190-2,2,2008-2009,Y,6L,2017-26539
CMSC 190-1,2,2013-2014,W,6L,2019-88878
CMSC 125,1,2009-2010,Y,6L,2015-78038
CMSC 21,2,2009-2010,Z,2L,2011-86459
CMSC 11,1,2015-2016,V,2L,2014-23331
CMSC 125,2,2011-2012,V,1L,2018-28805
CMSC 191,1,2012-2013,Y,4L,2018-27588
CMSC 150,2,2010-2011,Y,4L,2016-99512
CMSC 11,2,2011-2012,W,4L,2013-95213
CMSC 150,1,2007-2008,W,3L,2011-93670
CMSC 190-2,2,2015-2016,Y,5L,2017-54876
CMSC 161,1,2012-2013,W,5L,2017-55246
CMSC 191,1,2009-2010,V,3L,2010-76084
CMSC 131,2,2010-2011,Z,3L,2013-21994
CMSC 2,2,2006-2007,U,6L,2011-88169
CMSC 21,2,2007-2008,U,2L,2010-04885
CMSC 170,2,2010-2011,V,3L,2015-12603
CMSC 198,2,2013-2014,U,6L,2012-96616
CMSC 130,2,2012-2013,V,1L,2018-80482
CMSC 124,1,2009-2010,Y,3L,2010-32922
CMSC 124,1,2010-2011,V,4L,2016-96943
CMSC 11,2,2010-2011,Y,4L,2019-58319
CMSC 124,2,2014-2015,V,5L,2013-69316
CMSC 22,2,2008-2009,X,6L,2011-76220
CMSC 191,1,2006-2007,X,6L,2018-32144
CMSC 190-2,2,2007-2008,Z,4L,2017-39203
CMSC 170,2,2008-2009,Y,6L,2011-27563
CMSC 170,1,2009-2010,X,3L,2013-26475
CMSC 165,2,2011-2012,X,2L,2016-60734
CMSC 2,1,2013-2014,W,1L,2015-11506
CMSC 22,2,2012-2013,V,6L,2014-49134
CMSC 198,2,2012-2013,W,1L,2019-71382
CMSC 22,2,2013-2014,X,4L,2019-06095
CMSC 165,2,2008-2009,V,6L,2019-17287
CMSC 190-1,1,2008-2009,W,1L,2017-39979
CMSC 22,1,2007-2008,V,4L,2018-94630
CMSC 190-1,1,2013-2014,V,4L,2015-19523
CMSC 21,1,2008-2009,W,3L,2018-93423
CMSC 2,1,2011-2012,Z,3L,2017-02716
CMSC 150,1,2008-2009,W,1L,2015-40868
CMSC 22,1,2009-2010,U,3L,2014-94479
CMSC 165,2,2011-2012,Y,4L,2019-00393
CMSC 130,1,2015-2016,W,4L,2014-28538
CMSC 161,2,2008-2009,W,4L,2010-37498
CMSC 125,1,2010-2011,W,5L,2012-85164
CMSC 191,1,2013-2014,Y,3L,2016-22524
CMSC 191,2,2007-2008,Y,6L,2016-76081
CMSC 190-1,1,2011-2012,W,4L,2017-52180
CMSC 11,1,2008-2009,X,4L,2016-95513
CMSC 165,1,2014-2015,W,6L,2014-35042
CMSC 125,2,2008-2009,Z,2L,2015-87561
CMSC 190-1,1,2008-2009,W,3L,2018-88377
CMSC 191,2,2012-2013,U,3L,2011-55396
CMSC 170,1,2006-2007,V,1L,2013-92938
CMSC 125,2,2006-2007,Z,6L,2016-71102
CMSC 124,2,2014-2015,Z,2L,2019-81802
CMSC 170,1,2014-2015,V,1L,2015-87894
CMSC 130,2,2011-2012,W,3L,2018-19719
CMSC 198,1,2012-2013,V,3L,2016-00211
CMSC 198,1,2008-2009,W,1L,2016-79127
CMSC 21,2,2007-2008,W,3L,2012-77661
CMSC 161,1,2007-2008,W,1L,2014-58064
CMSC 165,1,2009-2010,X,6L,2015-85829
CMSC 130,1,2015-2016,X,6L,2015-56914
CMSC 128,2,2006-2007,W,5L,2017-49539
CMSC 161,1,2012-2013,Y,3L,2010-39617
CMSC 150,1,2006-2007,U,2L,2010-56350
CMSC 130,1,2006-2007,U,2L,2011-26527
CMSC 11,2,2010-2011,Z,1L,2019-24643
CMSC 161,1,2007-2008,W,1L,2010-88434
CMSC 123,2,2010-2011,U,1L,2015-70419
CMSC 132,2,2009-2010,V,1L,2019-08975
CMSC 128,1,2011-2012,V,5L,2013-35165
CMSC 190-1,2,2008-2009,Y,3L,2010-17303
CMSC 170,2,2007-2008,V,3L,2019-94747
CMSC 161,2,2013-2014,X,4L,2016-97738
CMSC 170,2,2008-2009,X,2L,2011-04040
CMSC 130,2,2010-2011,X,2L,2011-23277
CMSC 170,2,2009-2010,Y,4L,2018-21344
CMSC 22,2,2012-2013,W,5L,2011-58193
CMSC 130,1,2014-2015,Y,2L,2019-55325
CMSC 131,1,2006-2007,X,5L,2010-90381
CMSC 124,1,2009-2010,Z,3L,2017-75156
CMSC 2,1,2007-2008,X,3L,2014-27395
CMSC 131,2,2012-2013,Y,4L,2010-36280
CMSC 190-2,2,2015-2016,W,4L,2010-28610
CMSC 22,2,2013-2014,Y,2L,2018-65411
CMSC 165,1,2012-2013,X,4L,2014-55359
CMSC 130,2,2012-2013,W,5L,2017-51498
CMSC 165,1,2006-2007,U,5L,2018-56269
CMSC 165,1,2015-2016,W,2L,2014-72551
CMSC 198,2,2010-2011,W,5L,2010-51547
CMSC 2,1,2007-2008,U,4L,2011-23973
CMSC 198,2,2013-2014,V,4L,2019-57102
CMSC 123,1,2007-2008,V,6L,2019-32877
CMSC 191,1,2006-2007,X,4L,2019-63835
CMSC 22,1,2013-2014,U,5L,2017-14955
CMSC 125,2,2008-2009,V,5L,2013-68821
CMSC 132,2,2012-2013,U,1L,2013-12243
CMSC 124,1,2012-2013,X,1L,2010-30161
CMSC 22,2,2010-2011,W,6L,2017-17704
CMSC 132,2,2010-2011,Z,5L,2015-58947
CMSC 11,2,2014-2015,Z,1L,2018-93084
CMSC 190-1,1,2015-2016,U,3L,2012-48459
CMSC 170,2,2013-2014,V,5L,2014-13527
CMSC 130,1,2013-2014,X,1L,2016-47196
CMSC 123,2,2008-2009,U,4L,2019-31077
CMSC 165,1,2013-2014,Z,3L,2016-68199
CMSC 198,2,2010-2011,Y,6L,2016-96023
CMSC 22,2,2009-2010,W,5L,2012-25451
CMSC 22,2,2009-2010,X,1L,2014-36062
CMSC 130,1,2006-2007,Z,2L,2010-47646
CMSC 125,1,2007-2008,Y,5L,2018-80701
CMSC 191,1,2009-2010,W,3L,2015-15904
CMSC 21,1,2015-2016,U,1L,2015-12284
CMSC 22,1,2013-2014,Y,3L,2010-15026
CMSC 124,2,2006-2007,X,3L,2010-32787
CMSC 131,1,2014-2015,U,4L,2012-76913
CMSC 150,1,2009-2010,Z,1L,2019-03832
CMSC 150,1,2008-2009,U,5L,2013-27793
CMSC 190-1,1,2007-2008,W,5L,2016-43875
CMSC 132,2,2015-2016,Y,5L,2014-07245
CMSC 198,1,2012-2013,X,5L,2011-72146
CMSC 161,1,2012-2013,V,6L,2019-98622
CMSC 170,2,2007-2008,U,3L,2010-26248
CMSC 190-1,1,2014-2015,V,4L,2016-28640
CMSC 124,2,2014-2015,Y,3L,2013-97231
CMSC 124,2,2008-2009,Y,4L,2019-53566
CMSC 161,2,2008-2009,V,4L,2010-12957
CMSC 131,1,2015-2016,W,3L,2019-48270
CMSC 124,2,2006-2007,X,3L,2019-09851
CMSC 191,2,2007-2008,Y,6L,2017-37327
CMSC 22,1,2006-2007,Y,6L,2017-95656
CMSC 125,1,2014-2015,V,2L,2018-49944
CMSC 125,1,2006-2007,Y,6L,2015-42358
CMSC 132,1,2010-2011,Z,1L,2018-62216
CMSC 132,1,2011-2012,U,2L,2019-77313
CMSC 198,2,2007-2008,V,3L,2016-38137
CMSC 22,1,2011-2012,W,5L,2011-44919
CMSC 123,2,2010-2011,X,1L,2010-72466
CMSC 190-2,2,2011-2012,W,1L,2011-16716
CMSC 128,2,2010-2011,Z,1L,2019-23429
CMSC 161,2,2009-2010,Z,6L,2017-42119
CMSC 161,2,2009-2010,X,5L,2016-90065
CMSC 190-1,1,2012-2013,U,6L,2016-76627
CMSC 165,2,2014-2015,X,3L,2011-18355
CMSC 11,2,2012-2013,Y,3L,2010-02257
CMSC 170,1,2007-2008,V,3L,2016-87712
CMSC 124,1,2010-2011,W,1L,2019-63401
CMSC 130,2,2011-2012,W,1L,2015-60205
CMSC 150,1,2010-2011,W,2L,2013-72399
CMSC 123,1,2009-2010,W,2L,2013-62146
CMSC 123,1,2009-2010,X,2L,2011-10555
CMSC 11,2,2011-2012,Z,2L,2013-61525
CMSC 150,2,2010-2011,Z,2L,2013-40417
CMSC 128,1,2013-2014,X,5L,2016-24891
CMSC 191,2,2007-2008,X,6L,2014-44280
CMSC 21,2,2015-2016,V,1L,2016-87465
CMSC 125,1,2007-2008,Y,1L,2019-86939
CMSC 128,2,2013-2014,Y,1L,2012-72831
CMSC 170,1,2012-2013,V,3L,2017-55730
CMSC 124,1,2006-2007,X,5L,2012-39144
CMSC 190-1,1,2012-2013,V,1L,2010-26532
CMSC 198,1,2008-2009,V,1L,2012-37682
CMSC 2,2,2010-2011,V,2L,2012-12137
CMSC 165,2,2007-2008,V,6L,2017-08665
CMSC 132,1,2014-2015,Z,3L,2015-60296
CMSC 132,1,2007-2008,X,6L,2019-30409
CMSC 21,2,2011-2012,V,4L,2017-72545
CMSC 191,2,2012-2013,V,4L,2018-31525
CMSC 123,2,2013-2014,W,4L,2010-87736
CMSC 150,2,2006-2007,Z,3L,2013-13448
CMSC 21,2,2007-2008,X,2L,2013-55958
CMSC 131,2,2013-2014,Y,3L,2014-04832
CMSC 150,2,2010-2011,Y,1L,2016-64568
CMSC 22,2,2007-2008,U,6L,2018-34822
CMSC 125,2,2014-2015,Z,1L,2010-89810
CMSC 21,2,2007-2008,V,6L,2015-09431
CMSC 150,2,2012-2013,W,6L,2011-23920
CMSC 170,2,2015-2016,V,2L,2011-34209
CMSC 198,2,2014-2015,W,3L,2015-41176
CMSC 128,1,2013-2014,V,5L,2017-59864
CMSC 132,2,2012-2013,Y,4L,2011-13896
CMSC 131,1,2012-2013,Y,5L,2017-17423
CMSC 2,2,2007-2008,U,1L,2012-78156
CMSC 124,1,2012-2013,U,5L,2014-90942
CMSC 128,2,2009-2010,U,3L,2013-05269
CMSC 165,2,2010-2011,Z,5L,2018-04672
CMSC 165,1,2009-2010,X,1L,2016-71253
CMSC 2,2,2006-2007,Z,2L,2015-74222
CMSC 2,2,2015-2016,Z,3L,2011-83657
CMSC 2,1,2009-2010,V,2L,2010-40733
CMSC 190-2,2,2014-2015,Y,3L,2017-70710
CMSC 11,1,2009-2010,X,2L,2016-06191
CMSC 2,1,2015-2016,U,1L,2014-27538
CMSC 21,1,2008-2009,U,3L,2017-77102
CMSC 191,1,2012-2013,Z,5L,2011-90718
CMSC 165,1,2010-2011,X,5L,2013-88930
CMSC 161,1,2013-2014,U,5L,2019-52180
CMSC 124,2,2013-2014,X,2L,2011-31902
CMSC 190-2,2,2008-2009,Z,3L,2016-65417
CMSC 132,1,2009-2010,Z,1L,2011-74934
CMSC 131,2,2014-2015,V,3L,2019-27929
CMSC 125,2,2013-2014,Y,5L,2016-02024
CMSC 125,2,2011-2012,V,6L,2010-88315
CMSC 150,2,2008-2009,W,2L,2018-14864
CMSC 125,2,2010-2011,U,5L,2015-44159
CMSC 11,1,2007-2008,W,5L,2015-31381
CMSC 198,1,2007-2008,Y,1L,2010-03974
CMSC 123,2,2006-2007,Z,6L,2013-09930
CMSC 11,1,2007-2008,W,2L,2015-21557
CMSC 124,1,2011-2012,Z,3L,2012-97776
CMSC 165,2,2009-2010,Y,3L,2010-70728
CMSC 190-1,1,2006-2007,X,3L,2016-19759
CMSC 190-1,1,2013-2014,Z,1L,2011-88922
CMSC 123,1,2006-2007,U,3L,2016-28954
CMSC 161,2,2013-2014,V,2L,2013-78104
CMSC 161,1,2013-2014,V,2L,2014-59519
CMSC 123,1,2007-2008,Y,6L,2019-06339
CMSC 131,1,2013-2014,X,3L,2010-71489
CMSC 161,2,2008-2009,U,5L,2015-18741
CMSC 150,2,2013-2014,W,4L,2019-34367
CMSC 150,2,2007-2008,V,3L,2011-65710
CMSC 125,2,2012-2013,X,4L,2019-57083
CMSC 150,2,2008-2009,W,2L,2014-51016
CMSC 11,2,2013-2014,Y,2L,2015-74374
CMSC 161,2,2014-2015,V,4L,2015-11248
CMSC 190-2,2,2008-2009,Z,5L,2010-85395
CMSC 130,1,2012-2013,V,2L,2017-00080
CMSC 161,1,2006-2007,X,6L,2014-06247
CMSC 190-2,1,2006-2007,W,3L,2015-96084
CMSC 22,1,2012-2013,Y,4L,2017-84884
CMSC 130,1,2006-2007,U,5L,2012-59730
CMSC 161,1,2012-2013,U,5L,2019-39789
CMSC 170,1,2011-2012,U,6L,2016-67443
CMSC 125,2,2015-2016,W,4L,2014-54092
CMSC 128,1,2011-2012,Y,3L,2011-53848
CMSC 11,2,2013-2014,W,4L,2012-43586
CMSC 125,2,2013-2014,U,6L,2012-75333
CMSC 150,2,2012-2013,V,2L,2011-13693
CMSC 170,2,2011-2012,X,4L,2017-81558
CMSC 130,1,2013-2014,X,6L,2010-81213
CMSC 124,2,2009-2010,W,5L,2015-54286
CMSC 131,1,2009-2010,V,1L,2013-01094
CMSC 124,1,2008-2009,X,6L,2016-66269
CMSC 198,2,2012-2013,Y,2L,2015-34454
CMSC 198,2,2014-2015,X,1L,2010-80867
CMSC 150,2,2007-2008,Y,3L,2015-80085
CMSC 190-2,1,2015-2016,Y,5L,2013-88364
CMSC 2,1,2014-2015,U,2L,2017-11888
CMSC 22,1,2013-2014,Z,2L,2010-79986
CMSC 2,1,2012-2013,X,1L,2017-23808
CMSC 11,1,2011-2012,U,4L,2018-41201
CMSC 190-1,2,2006-2007,V,6L,2019-15175
CMSC 123,2,2010-2011,Z,2L,2018-76675
CMSC 190-1,1,2013-2014,W,1L,2012-24067
CMSC 165,2,2012-2013,U,6L,2019-72433
CMSC 170,1,2008-2009,Y,6L,2014-96890
CMSC 125,1,2014-2015,Y,1L,2013-18775
CMSC 198,2,2007-2008,X,4L,2015-51310
CMSC 191,2,2012-2013,X,3L,2010-63017
CMSC 161,2,2012-2013,Y,3L,2014-21747
CMSC 165,1,2009-2010,W,3L,2013-10471
CMSC 130,2,2015-2016,Z,1L,2015-59823
CMSC 125,1,2011-2012,W,1L,2012-03161
CMSC 198,1,2007-2008,V,5L,2012-58675
CMSC 132,2,2014-2015,X,6L,2016-34744
CMSC 191,2,2011-2012,X,4L,2018-24453
CMSC 2,1,2013-2014,U,2L,2016-55905
